epoch,step,train/loss_epoch,train/loss_step,val/error_u,val/loss,val/loss_best
297,297,,3797.089111328125,,,
297,297,3797.089111328125,,,,
298,298,,3748.453369140625,,,
298,298,3748.453369140625,,,,
299,299,,3701.51025390625,,,
299,299,3701.51025390625,,,,
300,300,,3656.22802734375,,,
300,300,3656.22802734375,,,,
301,301,,3612.565673828125,,,
301,301,3612.565673828125,,,,
302,302,,3570.440185546875,,,
302,302,3570.440185546875,,,,
303,303,,3529.8359375,,,
303,303,3529.8359375,,,,
304,304,,3490.6875,,,
304,304,3490.6875,,,,
305,305,,3452.986572265625,,,
305,305,3452.986572265625,,,,
306,306,,3416.668701171875,,,
306,306,3416.668701171875,,,,
307,307,,3381.6982421875,,,
307,307,3381.6982421875,,,,
308,308,,3348.00634765625,,,
308,308,3348.00634765625,,,,
309,309,,3315.5341796875,,,
309,309,3315.5341796875,,,,
310,310,,3284.215576171875,,,
310,310,3284.215576171875,,,,
311,311,,3253.986572265625,,,
311,311,3253.986572265625,,,,
312,312,,3224.791259765625,,,
312,312,3224.791259765625,,,,
313,313,,3196.56982421875,,,
313,313,3196.56982421875,,,,
314,314,,3169.279296875,,,
314,314,3169.279296875,,,,
315,315,,3142.868408203125,,,
315,315,3142.868408203125,,,,
316,316,,3117.318359375,,,
316,316,3117.318359375,,,,
317,317,,3092.607666015625,,,
317,317,3092.607666015625,,,,
318,318,,3068.777099609375,,,
318,318,3068.777099609375,,,,
319,319,,3045.909912109375,,,
319,319,3045.909912109375,,,,
320,320,,3024.22607421875,,,
320,320,3024.22607421875,,,,
321,321,,3004.08056640625,,,
321,321,3004.08056640625,,,,
322,322,,2985.828125,,,
322,322,2985.828125,,,,
323,323,,2969.30029296875,,,
323,323,2969.30029296875,,,,
324,324,,2952.194091796875,,,
324,324,2952.194091796875,,,,
325,325,,2930.812744140625,,,
325,325,2930.812744140625,,,,
326,326,,2904.302734375,,,
326,326,2904.302734375,,,,
327,327,,2878.677490234375,,,
327,327,2878.677490234375,,,,
328,328,,2859.649658203125,,,
328,328,2859.649658203125,,,,
329,329,,2845.613525390625,,,
329,329,2845.613525390625,,,,
330,330,,2830.6201171875,,,
330,330,2830.6201171875,,,,
331,331,,2811.154052734375,,,
331,331,2811.154052734375,,,,
332,332,,2789.677978515625,,,
332,332,2789.677978515625,,,,
333,333,,2771.04736328125,,,
333,333,2771.04736328125,,,,
334,334,,2756.355712890625,,,
334,334,2756.355712890625,,,,
335,335,,2742.333984375,,,
335,335,2742.333984375,,,,
336,336,,2725.876220703125,,,
336,336,2725.876220703125,,,,
337,337,,2707.55908203125,,,
337,337,2707.55908203125,,,,
338,338,,2690.433349609375,,,
338,338,2690.433349609375,,,,
339,339,,2676.009521484375,,,
339,339,2676.009521484375,,,,
340,340,,2662.62060546875,,,
340,340,2662.62060546875,,,,
341,341,,2647.926513671875,,,
341,341,2647.926513671875,,,,
342,342,,2631.770263671875,,,
342,342,2631.770263671875,,,,
343,343,,2616.004150390625,,,
343,343,2616.004150390625,,,,
344,344,,2601.991943359375,,,
344,344,2601.991943359375,,,,
345,345,,2589.06005859375,,,
345,345,2589.06005859375,,,,
346,346,,2575.674072265625,,,
346,346,2575.674072265625,,,,
347,347,,2561.2998046875,,,
347,347,2561.2998046875,,,,
348,348,,2546.75244140625,,,
348,348,2546.75244140625,,,,
349,349,,2533.05859375,,,
349,349,2533.05859375,,,,
350,350,,2520.319091796875,,,
350,350,2520.319091796875,,,,
351,351,,2507.841796875,,,
351,351,2507.841796875,,,,
352,352,,2494.997314453125,,,
352,352,2494.997314453125,,,,
353,353,,2481.760986328125,,,
353,353,2481.760986328125,,,,
354,354,,2468.58251953125,,,
354,354,2468.58251953125,,,,
355,355,,2455.87353515625,,,
355,355,2455.87353515625,,,,
356,356,,2443.679443359375,,,
356,356,2443.679443359375,,,,
357,357,,2431.75,,,
357,357,2431.75,,,,
358,358,,2419.7978515625,,,
358,358,2419.7978515625,,,,
359,359,,2407.700927734375,,,
359,359,2407.700927734375,,,,
360,360,,2395.53515625,,,
360,360,2395.53515625,,,,
361,361,,2383.46923828125,,,
361,361,2383.46923828125,,,,
362,362,,2371.644287109375,,,
362,362,2371.644287109375,,,,
363,363,,2360.09326171875,,,
363,363,2360.09326171875,,,,
364,364,,2348.75732421875,,,
364,364,2348.75732421875,,,,
365,365,,2337.542724609375,,,
365,365,2337.542724609375,,,,
366,366,,2326.375,,,
366,366,2326.375,,,,
367,367,,2315.226318359375,,,
367,367,2315.226318359375,,,,
368,368,,2304.105712890625,,,
368,368,2304.105712890625,,,,
369,369,,2293.043701171875,,,
369,369,2293.043701171875,,,,
370,370,,2282.06689453125,,,
370,370,2282.06689453125,,,,
371,371,,2271.190673828125,,,
371,371,2271.190673828125,,,,
372,372,,2260.4189453125,,,
372,372,2260.4189453125,,,,
373,373,,2249.745849609375,,,
373,373,2249.745849609375,,,,
374,374,,2239.16796875,,,
374,374,2239.16796875,,,,
375,375,,2228.680908203125,,,
375,375,2228.680908203125,,,,
376,376,,2218.283447265625,,,
376,376,2218.283447265625,,,,
377,377,,2207.975830078125,,,
377,377,2207.975830078125,,,,
378,378,,2197.76123046875,,,
378,378,2197.76123046875,,,,
379,379,,2187.644287109375,,,
379,379,2187.644287109375,,,,
380,380,,2177.637451171875,,,
380,380,2177.637451171875,,,,
381,381,,2167.765869140625,,,
381,381,2167.765869140625,,,,
382,382,,2158.08935546875,,,
382,382,2158.08935546875,,,,
383,383,,2148.7333984375,,,
383,383,2148.7333984375,,,,
384,384,,2139.979248046875,,,
384,384,2139.979248046875,,,,
385,385,,2132.369384765625,,,
385,385,2132.369384765625,,,,
386,386,,2126.958251953125,,,
386,386,2126.958251953125,,,,
387,387,,2124.6025390625,,,
387,387,2124.6025390625,,,,
388,388,,2124.556884765625,,,
388,388,2124.556884765625,,,,
389,389,,2118.93310546875,,,
389,389,2118.93310546875,,,,
390,390,,2102.272216796875,,,
390,390,2102.272216796875,,,,
391,391,,2082.16552734375,,,
391,391,2082.16552734375,,,,
392,392,,2072.4794921875,,,
392,392,2072.4794921875,,,,
393,393,,2068.180908203125,,,
393,393,2068.180908203125,,,,
394,394,,2055.5908203125,,,
394,394,2055.5908203125,,,,
395,395,,2038.9954833984375,,,
